"section|2427", "Higher Education Act of 1965/s:2427", "2"
"section|2794", "Public Health Service Act/s:2794", "30"
"(3)(A)(viii)", "Internal Revenue Code of 1986/s:48/ss:a/p:3/sp:A/cl:viii", "1"
"section|1376", "National Flood Insurance Act of 1968/s:1376", "1"
"sections|269", "Workforce Investment Act of 2013/s:269", "1"
"section|2814", "Public Health Service Act/s:2814", "4"
"paragraph(5)", "Missing Children’s Assistance Act/s:404/ss:a/p:5", "1"
"Section|3221", "Internal Revenue Code of 1986/s:3221", "3"
"section|1171", "Elementary and Secondary Education Act of 1965/s:1171", "1"
"section|4410", "Border Security, Economic Opportunity, and Immigration Modernization Act/s:4410", "2"
"section|5491", "Elementary and Secondary Education Act of 1965/s:5491", "4"
"Section|1112", "Elementary and Secondary Education Act of 1965/s:1112", "2"
"Section|6157", "Internal Revenue Code of 1986/s:6157", "2"
"section|7529", "Internal Revenue Code of 1986/s:7529", "16"
"section|409K", "Public Health Service Act/s:409K", "4"
"section|1261", "Elementary and Secondary Education Act of 1965/s:1261", "3"
"section|1876", "Social Security Act/s:1876", "1"
"section|4804", "Border Security, Economic Opportunity, and Immigration Modernization Act/s:4804", "2"
"Section|9(a)", "Securities Investor Protection Act of 1970/s:9/ss:a", "1"
"section|8203", "Agriculture Reform, Food, and Jobs Act of 2013/s:8203", "2"
"section|393D", "Public Health Service Act/s:393D", "1"
"Section|5723", "Internal Revenue Code of 1986/s:5723", "4"
"section|179C", "Internal Revenue Code of 1986/s:179C", "1"
"clause|(xvi)", "Workforce Investment Act of 1998/s:173A/ss:c/p:3/sp:B/cl:xvi", "1"
"sections|338", "Communications Act of 1934/s:338", "1"
"Section|7805", "Internal Revenue Code of 1986/s:7805", "2"
"section|6012", "Internal Revenue Code of 1986/s:6012", "5"
"Section|1703", "Omnibus Crime Control and Safe Streets Act of 1968/s:1703", "2"
"section|1804", "Social Security Act/s:1804", "5"
"section|9013", "Solid Waste Disposal Act/s:9013", "1"
"subchapter|H", "Federal Food, Drug, and Cosmetic Act/ch:V/sch:H", "3"
"Section|1402", "Internal Revenue Code of 1986/s:1402", "2"
"section|213A", "Immigration and Nationality Act/s:213A", "1"
"section|503C", "Federal Food, Drug, and Cosmetic Act/s:503C", "4"
"section|1943", "Social Security Act/s:1943", "4"
"section|2056", "Social Security Act/s:2056", "2"
"section|1361", "National Flood Insurance Act of 1968/s:1361", "3"
"sections|125", "Trade Act of 1974/s:125", "2"
"section|1263", "Elementary and Secondary Education Act of 1965/s:1263", "4"
"section|199A", "Workforce Investment Act of 1998/s:199A", "3"
"sections|365", "American Jobs Act of 2013/s:365", "1"
"section|1558", "Public Health Service Act/s:1558", "1"
"section|139B", "Internal Revenue Code of 1986/s:139B", "1"
"section|516A", "Tariff Act of 1930/s:516A", "2"
"Section|6431", "Internal Revenue Code of 1986/s:6431", "1"
"section|1272", "Elementary and Secondary Education Act of 1965/s:1272", "1"
"clause|(xlx)", "Controlled Substances Act/s:102/p:41/sp:A/cl:xlx", "5"
"section|613A", "Internal Revenue Code of 1986/s:613A", "1"
"Section|7654", "Internal Revenue Code of 1986/s:7654", "2"
"section|492B", "Public Health Service Act/s:492B", "1"
"section|4101", "Internal Revenue Code of 1986/s:4101", "3"
"Section|6700", "Internal Revenue Code of 1986/s:6700", "2"
"section|6035", "Internal Revenue Code of 1986/s:6035", "4"
"section|2714", "Social Security Act/s:2714", "1"
"section|6234", "Elementary and Secondary Education Act of 1965/s:6234", "2"
"Section|3211", "Internal Revenue Code of 1986/s:3211", "3"
"section|658H", "Child Care and Development Block Grant Act of 1990/s:658H", "3"
"Section|4(d)", "Fair Labor Standards Act of 1938/s:4/ss:d", "2"
"(ii)|thereof", "Internal Revenue Code of 1986/s:402/ss:c/p:8/sp:B/cl:ii", "3"
"455(f)(2)(A)", "Higher Education Act of 1965/s:455/ss:f/p:2/sp:A", "1"
"section|4471", "Internal Revenue Code of 1986/s:4471", "2"
"Section|2201", "Elementary and Secondary Education Act of 1965/s:2201", "1"
"section|4281", "Global Partnerships Act of 2013/s:4281", "5"
"section|4032", "American Energy Renaissance Act of 2014/s:4032", "1"
"section|9551", "Elementary and Secondary Education Act of 1965/s:9551", "1"
"section|428C", "Higher Education Act of 1965/s:428C", "28"
"section|7623", "Internal Revenue Code of 1986/s:7623", "1"
"Section|2103", "Social Security Act/s:2103", "1"
"section|1(g)", "Internal Revenue Code of 1986/s:1/ss:g", "3"
"section|1071", "Jumpstarting Opportunities with Bold Solutions Act/s:1071", "2"
"Section|6652", "Internal Revenue Code of 1986/s:6652", "2"
"H.J.|Res.|62", "113 HJRES 62", "1"
"section|7114", "Elementary and Secondary Education Act of 1965/s:7114", "1"
"section|3420", "Consolidated Farm and Rural Development Act/s:3420", "5"
"section|1024", "Consumer Financial Protection Act of 2010/s:1024", "2"
"(b)(2)(B)(i)", "Internal Revenue Code of 1986/s:7874/ss:b/p:2/sp:B/cl:i", "12"
"section|586C", "Federal Food, Drug, and Cosmetic Act/s:586C", "10"
"(v)|and|(vi)", "Carl D. Perkins Vocational and Technical Education Act of 2006/s:203/ss:e/p:1/sp:B/cl:v, vi", "1"
"section|1343", "Patient Protection and Affordable Care Act/s:1343", "3"
"sections|455", "General Education Provisions Act/s:455", "1"
"section|1366", "Internal Revenue Code of 1986/s:1366", "4"
"Section|6695", "Internal Revenue Code of 1986/s:6695", "2"
"section|2424", "Higher Education Act of 1965/s:2424", "4"
"Section|1202", "Internal Revenue Code of 1986/s:1202", "2"
"section|139E", "Internal Revenue Code of 1986/s:139E", "3"
"Section|2302", "Housing and Economic Recovery Act of 2008/s:2302", "1"
"section|5524", "Elementary and Secondary Education Act of 1965/s:5524", "1"
"604(b)(4)(A)", "Fair Credit Reporting Act/s:604/ss:b/p:4/sp:A", "1"
"section|304A", "United States Leadership Against HIV AIDS, Tuberculosis and Malaria Act of 2003/s:304A", "1"
"section|505F", "Federal Food, Drug, and Cosmetic Act/s:505F", "2"
"section|1087", "Dodd-Frank Wall Street Reform and Consumer Protection Act/s:1087", "1"
"Sections|415", "Older Americans Act of 1965/s:415", "2"
"Section|5761", "Internal Revenue Code of 1986/s:5761", "2"
"section|1707", "Public Health Service Act/s:1707", "8"
"section|6402", "Internal Revenue Code of 1986/s:6402", "2"
"section|1107", "Agriculture Reform, Food, and Jobs Act of 2013/s:1107", "6"
"H.J.|Res.|70", "113 HJRES 70", "1"
"section|5703", "Elementary and Secondary Education Act of 1965/s:5703", "1"
"section|1902", "Social Security Act/s:1902", "1"
"section|640A", "Head Start Act/s:640A", "1"
"sections|129", "Workforce Investment Act of 1998/s:129", "1"
"section|1851", "Social Security Act/s:1851", "2"
"Section|503A", "Federal Food, Drug, and Cosmetic Act/s:503A", "5"
"215(a)(1)(D)", "Social Security Act/s:215/ss:a/p:1/sp:D", "1"
"Section|3001", "Elementary and Secondary Education Act of 1965/s:3001", "1"
"Section|1115", "Elementary and Secondary Education Act of 1965/s:1115", "1"
"section|506I", "National Security Act of 1947/s:506I", "6"
"section|1370", "National Flood Insurance Act of 1968/s:1370", "1"
"(f)(2)(A)(i)", "Social Security Act/s:202/ss:f/p:2/sp:A/cl:i", "1"
"section|173B", "Workforce Investment Act of 1998/s:173B", "3"
"section|3008", "Solid Waste Disposal Act/s:3008", "2"
"section|2133", "Elementary and Secondary Education Act of 1965/s:2133", "4"
"Section|7802", "Internal Revenue Code of 1986/s:7802", "1"
"section|6331", "Internal Revenue Code of 1986/s:6331", "3"
"section|5202", "Elementary and Secondary Education Act of 1965/s:5202", "6"
"section|317W", "Public Health Service Act/s:317W", "1"
"section|702A", "Older Americans Act of 1965/s:702A", "4"
"section|7208", "Intelligence Reform and Terrorism Prevention Act of 2004/s:7208", "1"
"section|2902", "Public Health Service Act/s:2902", "2"
"section|235A", "Immigration and Nationality Act/s:235A", "14"
"section|4213", "Border Security, Economic Opportunity, and Immigration Modernization Act/s:4213", "6"
"section|1916", "Social Security Act/s:1916", "2"
"section|4106", "Internal Revenue Code of 1986/s:4106", "1"
"section|415F", "Higher Education Act of 1965/s:415F", "2"
"section|599E", "Foreign Operations, Export Financing, and Related Programs Appropriations Act, 1990/s:599E", "4"
"Section|8001", "Elementary and Secondary Education Act of 1965/s:8001", "2"
"Section|6662", "Internal Revenue Code of 1986/s:6662", "3"
"section|1839", "Social Security Act/s:1839", "1"
"section|4275", "Global Partnerships Act of 2013/s:4275", "1"
"subchapter|I", "Federal Food, Drug, and Cosmetic Act/ch:V/sch:I", "1"
"section|135H", "Workforce Investment Act of 1998/s:135H", "1"
"section|7705", "Internal Revenue Code of 1986/s:7705", "6"
"section|1397", "Internal Revenue Code of 1986/s:1397", "2"
"section|3425", "Consolidated Farm and Rural Development Act/s:3425", "3"
"section|445A", "Social Security Act/s:445A", "3"
"Section|3(b)", "Fixing America’s Inconsistent Redistricting (FAIR) Act/s:3/ss:b", "1"
"section|1010", "Consumer Rental Purchase Agreement Act/s:1010", "2"
"section|317N", "Public Health Service Act/s:317N", "1"
"section|2511", "Border Security, Economic Opportunity, and Immigration Modernization Act/s:2511", "3"
"section|1838", "Social Security Act/s:1838", "2"
"section|658B", "Child Care and Development Block Grant Act of 1990/s:658B", "5"
"Section|1122", "Elementary and Secondary Education Act of 1965/s:1122", "1"
"1a(48)(A)(v)", "Commodity Exchange Act/s:1a/p:48/sp:A/cl:v", "15"
"sections|36B", "Internal Revenue Code of 1986/s:36B", "4"
"Section|459A", "Social Security Act/s:459A", "5"
"section|428J", "Higher Education Act of 1965/s:428J", "1"
"section|6502", "Internal Revenue Code of 1986/s:6502", "1"
"section|2020", "Water Resources Development Act of 2013/s:2020", "1"
"section|7871", "Internal Revenue Code of 1986/s:7871", "1"
"section|1(h)", "Internal Revenue Code of 1986/s:1/ss:h", "3"
"section|319I", "Public Health Service Act/s:319I", "4"
"section|1262", "Elementary and Secondary Education Act of 1965/s:1262", "1"
"section|658P", "Child Care and Development Block Grant Act of 1990/s:658P", "3"
"Section|6427", "Internal Revenue Code of 1986/s:6427", "3"
"section|179D", "Internal Revenue Code of 1986/s:179D", "6"
"Section|1002", "Elementary and Secondary Education Act of 1965/s:1002", "2"
"section|171A", "Workforce Investment Act of 1998/s:171A", "3"
"section|1092", "Internal Revenue Code of 1986/s:1092", "6"
"section|2533", "Border Security, Economic Opportunity, and Immigration Modernization Act/s:2533", "6"
"section|2525", "Internal Revenue Code of 1986/s:2525", "1"
"section|1529", "Pathways Out of Poverty Act of 2014/s:1529", "1"
"section|253A", "Balanced Budget and Emergency Deficit Control Act of 1985/s:253A", "8"
"section|4122", "Internal Revenue Code of 1986/s:4122", "1"
"section|4374", "Global Partnerships Act of 2013/s:4374", "1"
"Section|6302", "Internal Revenue Code of 1986/s:6302", "2"
"sections|430", "Internal Revenue Code of 1986/s:430", "2"
"section|2811", "Public Health Service Act/s:2811", "7"
"section|330J", "Public Health Service Act/s:330J", "3"
"Section|9707", "Internal Revenue Code of 1986/s:9707", "2"
"section|129A", "Truth in Lending Act/s:129A", "1"
"Section|6163", "Internal Revenue Code of 1986/s:6163", "2"
"Section|7651", "Internal Revenue Code of 1986/s:7651", "2"
"section|5421", "Elementary and Secondary Education Act of 1965/s:5421", "3"
"section|4010", "Solid Waste Disposal Act/s:4010", "7"
"section|9005", "Internal Revenue Code of 1986/s:9005", "1"
"section|3605", "Border Security, Economic Opportunity, and Immigration Modernization Act/s:3605", "5"
"section|9908", "Internal Revenue Code of 1986/s:9908", "1"
"Section|6698", "Internal Revenue Code of 1986/s:6698", "1"
"section|1526", "American Recovery and Reinvestment Act of 2009/s:1526", "4"
"Section|7611", "Internal Revenue Code of 1986/s:7611", "2"
"section|479B", "Social Security Act/s:479B", "3"
"such|title|I", "Emergency Economic Stabilization Act of 2008/t:I", "2"
"sections|652", "Omnibus Reconciliation Act of 1981/s:652", "6"
"section|799B", "Public Health Service Act/s:799B", "1"
"H.J.|Res.|85", "113 HJRES 85", "1"
"section|5332", "Federal Advisory Committee Act/s:5332", "1"
"section|3005", "Omnibus Crime Control and Safe Streets Act of 1968/s:3005", "2"
"220(f)(5)(A)", "Internal Revenue Code of 1986/s:220/ss:f/p:5/sp:A", "2"
"section|404K", "Public Health Service Act/s:404K", "1"
"section|2042", "Social Security Act/s:2042", "1"
"section|7436", "Internal Revenue Code of 1986/s:7436", "2"
"(a)(2)(B)(i)", "Internal Revenue Code of 1986/s:7874/ss:a/p:2/sp:B/cl:i", "3"
"section|2412", "Higher Education Act of 1965/s:2412", "2"
"section|9901", "Internal Revenue Code of 1986/s:9901", "2"
"section|9008", "Internal Revenue Code of 1986/s:9008", "8"
"section|6203", "Global Partnerships Act of 2013/s:6203", "1"
"section|4312", "Global Partnerships Act of 2013/s:4312", "4"
"section|1818", "Social Security Act/s:1818", "5"
"sections|736", "Federal Food, Drug, and Cosmetic Act/s:736", "1"
"503(e)(2)(A)", "Federal Food, Drug, and Cosmetic Act/s:503/ss:e/p:2/sp:A", "2"
"section|8003", "Elementary and Secondary Education Act of 1965/s:8003", "5"
"603(d)(1)(E)", "Federal Water Pollution Control Act/s:603/ss:d/p:1/sp:E", "1"
"455(f)(2)(C)", "Higher Education Act of 1965/s:455/ss:f/p:2/sp:C", "2"
"section|506H", "National Security Act of 1947/s:506H", "1"
"Section|7270", "Internal Revenue Code of 1986/s:7270", "2"
"section|4509", "Border Security, Economic Opportunity, and Immigration Modernization Act/s:4509", "2"
"section|1901", "Balancing Food, Farm, and the Environment Act of 2013/s:1901", "2"
"sections|281", "Workforce Investment Act of 2013/s:281", "1"
"section|1857", "Social Security Act/s:1857", "2"
"Sections|503", "Rehabilitation Act of 1973/s:503", "1"
"section|1702", "Global Partnerships Act of 2013/s:1702", "1"
"section|1061", "Dodd-Frank Wall Street Reform and Consumer Protection Act/s:1061", "1"
"section|336", "FAA Modernization and Reform Act of 2012/s:336", "1"
"section|12A", "Federal Reserve Act/s:12A", "2"
"section|792", "Higher Education Act of 1965/s:792", "3"
"section|769", "Balancing Act/s:769", "2"
"Section|866", "Ike Skelton National Defense Authorization Act for Fiscal Year 2011/s:866", "1"
"Section|344", "Energy Policy Act of 2005/s:344", "1"
"section|455", "Higher Education Act of 1965/s:455", "1"
"Section|255", "Balanced Budget and Emergency Deficit Control Act of 1985/s:255", "3"
"(1)(G)(iii)", "Social Security Act/s:202/ss:d/p:1/sp:G/cl:iii", "1"
"1271C(c)(3)", "Food Security Act of 1985/s:1271C/ss:c/p:3", "1"
"section|126", "Pathways Out of Poverty Act of 2014/s:126", "1"
"Section|167", "Workforce Investment Act of 1998/s:167", "1"
"titles|XIII", "Public Health Service Act/t:XIII", "1"
"section|595", "Public Health Service Act/s:595", "1"
"section|473", "Social Security Act/s:473", "12"
"RELIEVE|Act", "RELIEVE Act", "1"
"section|749", "Dodd-Frank Wall Street Reform and Consumer Protection Act/s:749", "1"
"Section|249", "Immigration and Nationality Act/s:249", "1"
"Section|149", "Workforce Investment Act of 1998/s:149", "4"
"Section|602", "District of Columbia Home Rule Act/s:602", "2"
"section|553", "National Energy Conservation Policy Act/s:553", "2"
"Section|301", "Federal Food, Drug, and Cosmetic Act/s:301", "5"
"section|147", "Workforce Investment Act of 1998/s:147", "4"
"section|924", "Energy Policy Act of 2005/s:924", "1"
"section|54A", "Internal Revenue Code of 1986/s:54A", "9"
"645A(b)(12)", "Head Start Act/s:645A/ss:b/p:12", "1"
"Section|802", "Federal Lands Recreation Enhancement Act/s:802", "2"
"RESPECT|Act", "RESPECT Act", "1"
"Section|506", "Employee Retirement Income Security Act of 1974/s:506", "1"
"section|710", "Internal Revenue Code of 1986/s:710", "9"
"section|690", "Community Services Block Grant Act/s:690", "1"
"section|51A", "Internal Revenue Code of 1986/s:51A", "2"
"sections|16", "Helium Act/s:16", "4"
"section|169", "Dodd-Frank Wall Street Reform and Consumer Protection Act/s:169", "1"
"Section|267", "Internal Revenue Code of 1986/s:267", "1"
"Section|157", "Education Sciences Reform Act of 2002/s:157", "3"
